Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,VS111,VS211,VS311,VS411,VS511,VS611,VS711,VS121,VS221,VS321,VS421,VS521,VS621,VS721,VS131,VS231,VS331,VS431,VS531,VS631,VS731,VS141,VS241,VS341,VS441,VS541,VS641,VS741,VS151,VS251,VS351,VS451,VS551,VS651,VS751,VS161,VS261,VS361,VS461,VS561,VS661,VS761,VS171,VS271,VS371,VS471,VS571,VS671,VS771,VS112,VS212,VS312,VS412,VS512,VS612,VS712,VS122,VS222,VS322,VS422,VS522,VS622,VS722,VS132,VS232,VS332,VS432,VS532,VS632,VS732,VS142,VS242,VS342,VS442,VS542,VS642,VS742,VS152,VS252,VS352,VS452,VS552,VS652,VS752,VS162,VS262,VS362,VS462,VS562,VS662,VS762,VS172,VS272,VS372,VS472,VS572,VS672,VS772,VS113,VS213,VS313,VS413,VS513,VS613,VS713,VS123,VS223,VS323,VS423,VS523,VS623,VS723,VS133,VS233,VS333,VS433,VS533,VS633,VS733,VS143,VS243,VS343,VS443,VS543,VS643,VS743,VS153,VS253,VS353,VS453,VS553,VS653,VS753,VS163,VS263,VS363,VS463,VS563,VS663,VS763,VS173,VS273,VS373,VS473,VS573,VS673,VS773,VS114,VS214,VS314,VS414,VS514,VS614,VS714,VS124,VS224,VS324,VS424,VS524,VS624,VS724,VS134,VS234,VS334,VS434,VS534,VS634,VS734,VS144,VS244,VS344,VS444,VS544,VS644,VS744,VS154,VS254,VS354,VS454,VS554,VS654,VS754,VS164,VS264,VS364,VS464,VS564,VS664,VS764,VS174,VS274,VS374,VS474,VS574,VS674,VS774,VS115,VS215,VS315,VS415,VS515,VS615,VS715,VS125,VS225,VS325,VS425,VS525,VS625,VS725,VS135,VS235,VS335,VS435,VS535,VS635,VS735,VS145,VS245,VS345,VS445,VS545,VS645,VS745,VS155,VS255,VS355,VS455,VS555,VS655,VS755,VS165,VS265,VS365,VS465,VS565,VS665,VS765,VS175,VS275,VS375,VS475,VS575,VS675,VS775,VS116,VS216,VS316,VS416,VS516,VS616,VS716,VS126,VS226,VS326,VS426,VS526,VS626,VS726,VS136,VS236,VS336,VS436,VS536,VS636,VS736,VS146,VS246,VS346,VS446,VS546,VS646,VS746,VS156,VS256,VS356,VS456,VS556,VS656,VS756,VS166,VS266,VS366,VS466,VS566,VS666,VS766,VS176,VS276,VS376,VS476,VS576,VS676,VS776,VS117,VS217,VS317,VS417,VS517,VS617,VS717,VS127,VS227,VS327,VS427,VS527,VS627,VS727,VS137,VS237,VS337,VS437,VS537,VS637,VS737,VS147,VS247,VS347,VS447,VS547,VS647,VS747,VS157,VS257,VS357,VS457,VS557,VS657,VS757,VS167,VS267,VS367,VS467,VS567,VS667,VS767,VS177,VS277,VS377,VS477,VS577,VS677,VS777,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
Q03034,0.0636182902584493,0.027833001988071572,0.02584493041749503,0.05964214711729622,0.02186878727634195,0.02584493041749503,0.06958250497017893,0.06560636182902585,0.02982107355864811,0.07554671968190854,0.09343936381709742,0.0775347912524851,0.02385685884691849,0.041749502982107355,0.06759443339960239,0.05765407554671968,0.05765407554671968,0.013916500994035786,0.033797216699801194,0.06759443339960239,2,7,2,1,4,3,0,6,13,3,4,1,1,2,3,3,3,1,1,4,0,1,4,3,0,0,2,0,3,4,2,0,2,3,0,0,5,3,0,1,1,0,0,0,0,0,1,0,0,7,8,9,4,2,3,0,9,12,6,4,0,8,2,3,6,4,5,2,2,0,1,5,5,2,3,0,1,1,1,0,0,1,1,0,2,5,0,3,5,4,0,1,2,0,1,0,0,0,3,6,3,3,4,2,1,2,5,5,1,0,3,0,5,1,2,2,3,0,0,0,3,2,2,2,1,0,1,5,2,0,1,1,1,3,3,5,0,0,1,1,0,1,0,0,0,0,0,0,2,0,1,2,1,0,3,3,2,1,3,1,0,4,0,0,1,2,6,0,1,1,1,0,1,1,0,0,3,1,0,1,1,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,3,2,1,1,0,1,0,5,3,3,3,0,3,0,3,1,3,0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,2,1,0,2,2,0,0,2,0,0,0,1,0,4,4,0,0,2,0,0,5,5,3,3,0,2,0,4,4,1,1,0,1,1,3,0,1,0,0,0,0,1,4,3,0,0,1,1,2,2,3,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6294820717131474,-1.0617529880478087,-1.2709163346613546,-1.207171314741036,-2.2808764940239046,-0.9342629482071713,-0.8426294820717132,-1.5059760956175299,-1.049800796812749,-1.0836653386454183,-1.0597609561752988,-0.8466135458167331,-0.8127490039840638,-1.4621513944223108,-1.1613545816733069,-0.8565737051792829,-0.7450199203187251,-2.262948207171315,-1.2848605577689243,-0.8924302788844621
Q03063,0.07964601769911504,0.05309734513274336,0.07300884955752213,0.046460176991150445,0.0022123893805309734,0.0420353982300885,0.061946902654867256,0.05752212389380531,0.02654867256637168,0.035398230088495575,0.0420353982300885,0.061946902654867256,0.030973451327433628,0.01991150442477876,0.08185840707964602,0.14380530973451328,0.06637168141592921,0.004424778761061947,0.035398230088495575,0.035398230088495575,1,2,5,3,0,1,0,2,4,3,1,1,1,0,3,8,7,2,3,2,0,4,2,3,1,0,1,0,3,1,1,2,3,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,3,3,3,1,1,1,0,3,4,4,3,1,2,0,0,4,8,6,3,2,0,4,2,6,0,1,0,0,3,2,1,1,0,0,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,2,1,8,1,2,2,0,3,5,11,3,2,2,0,7,9,10,3,6,3,0,3,2,5,3,3,0,0,4,2,0,3,4,1,0,2,0,4,4,0,4,0,0,0,0,0,0,0,0,6,1,3,1,4,1,0,0,3,3,1,2,1,0,4,2,10,2,0,3,0,3,1,4,2,0,0,0,0,2,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,5,3,2,0,0,1,1,1,4,1,2,0,1,1,1,3,1,1,0,0,3,2,2,1,0,1,1,2,2,1,2,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,3,0,0,1,0,1,0,1,2,2,0,1,3,0,2,0,1,2,0,2,0,0,1,1,2,0,2,0,2,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35698447893569846,-0.6718403547671841,-0.21951219512195122,-0.8048780487804879,-1.975609756097561,-0.2660753880266075,-0.35476718403547675,-1.1729490022172948,-0.926829268292683,-1.6984478935698448,-1.6119733924611974,-0.3991130820399113,-0.9490022172949002,-1.93569844789357,-0.9223946784922394,0.25277161862527714,-0.3348115299334812,-2.5121951219512195,-1.458980044345898,-1.2549889135254988
Q03071,0.06060606060606061,0.030303030303030304,0.020202020202020204,0.08080808080808081,0.0,0.020202020202020204,0.13131313131313133,0.030303030303030304,0.010101010101010102,0.08080808080808081,0.1111111111111111,0.0707070707070707,0.04040404040404041,0.04040404040404041,0.04040404040404041,0.1111111111111111,0.030303030303030304,0.0,0.050505050505050504,0.04040404040404041,0,1,2,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,0,3,3,1,0,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9081632653061225,-1.3877551020408163,-0.9081632653061225,-0.8775510204081632,-2.204081632653061,-0.8367346938775511,-0.35714285714285715,-2.2857142857142856,-1.4489795918367347,-0.9693877551020408,-1.1428571428571428,-0.6530612244897959,-0.7755102040816326,-1.7857142857142858,-1.6734693877551021,-0.5816326530612245,-0.6530612244897959,-2.9591836734693877,-1.653061224489796,-0.9081632653061225
Q03654,0.0711864406779661,0.059322033898305086,0.05423728813559322,0.05254237288135593,0.005084745762711864,0.061016949152542375,0.10847457627118644,0.03898305084745763,0.015254237288135594,0.04915254237288136,0.08813559322033898,0.10677966101694915,0.025423728813559324,0.020338983050847456,0.05254237288135593,0.061016949152542375,0.04745762711864407,0.006779661016949152,0.030508474576271188,0.04576271186440678,5,2,2,2,5,0,0,2,5,5,0,2,4,0,2,2,4,3,5,3,0,3,3,3,1,2,3,0,3,3,2,0,3,2,0,1,4,1,1,1,2,0,1,0,0,0,0,0,0,5,4,4,2,1,2,0,4,4,6,5,5,4,0,5,3,4,2,3,4,0,2,4,2,2,2,4,0,3,2,2,2,9,1,0,5,4,4,2,5,1,0,0,0,0,0,0,0,0,2,4,5,2,4,0,0,5,5,1,2,1,1,0,2,1,6,1,2,4,1,2,5,1,2,1,0,0,1,4,1,3,3,3,0,7,4,1,3,1,4,0,0,0,1,0,0,0,0,3,2,1,1,1,4,0,2,4,3,3,4,3,0,2,2,0,2,4,2,0,0,2,3,4,2,1,1,2,4,2,0,3,1,0,0,6,1,1,0,4,0,0,1,0,0,0,0,0,0,1,5,3,1,2,0,2,2,2,5,4,5,0,3,2,2,2,1,4,0,4,4,1,1,2,1,0,2,4,6,5,8,2,0,2,1,1,2,3,3,0,0,0,0,0,0,0,0,1,5,2,4,1,2,1,3,8,3,1,3,4,0,3,5,1,1,0,2,0,1,1,2,3,3,3,0,1,3,1,3,1,3,0,1,3,4,4,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33276740237691,-0.042444821731748725,-0.26825127334465193,-0.2869269949066214,-2.0831918505942273,0.41256366723259763,0.6842105263157895,-1.4057724957555178,-0.6910016977928692,-1.1103565365025467,-0.9898132427843803,0.23089983022071306,-0.8913412563667232,-1.865874363327674,-0.13412563667232597,0.1307300509337861,-0.1833616298811545,-2.436332767402377,-1.5246179966044142,-0.9507640067911715
Q03790,0.061052631578947365,0.04,0.09473684210526316,0.05052631578947368,0.002105263157894737,0.042105263157894736,0.05473684210526316,0.05263157894736842,0.010526315789473684,0.056842105263157895,0.07578947368421053,0.0968421052631579,0.008421052631578947,0.04842105263157895,0.056842105263157895,0.13263157894736843,0.05473684210526316,0.014736842105263158,0.01263157894736842,0.03368421052631579,0,1,3,0,1,1,0,2,3,5,4,0,1,0,4,4,2,3,0,1,0,1,1,5,2,2,3,0,2,3,2,1,1,1,0,2,1,2,1,2,1,0,1,0,0,0,0,0,0,3,2,3,4,4,4,0,8,5,6,3,3,3,0,6,4,6,3,3,1,0,2,4,2,2,3,3,0,3,2,2,1,2,0,0,4,1,3,1,3,4,0,0,0,0,0,0,0,0,3,4,3,5,1,1,1,2,6,5,3,3,2,0,4,7,3,5,4,0,0,3,4,3,1,3,1,0,2,1,6,2,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,1,0,4,4,2,2,3,3,0,0,4,3,1,2,2,0,3,4,1,2,1,4,0,1,4,2,3,0,1,0,1,1,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,2,6,2,2,0,6,0,4,1,7,3,2,0,0,1,2,0,4,1,0,0,0,6,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,2,4,3,2,1,0,0,0,1,2,0,5,1,0,0,3,1,4,1,0,0,0,2,2,1,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2848101265822785,-0.6329113924050633,0.06751054852320675,-0.620253164556962,-1.8459915611814346,-0.046413502109704644,-0.4345991561181435,-0.8481012658227848,-0.7489451476793249,-1.3080168776371308,-1.2278481012658229,-0.2869198312236287,-0.7679324894514767,-1.4493670886075949,-0.569620253164557,0.37130801687763715,-0.02531645569620253,-2.1033755274261603,-1.2046413502109705,-1.029535864978903
Q03818,0.05333333333333334,0.06,0.08666666666666667,0.07333333333333333,0.0,0.04666666666666667,0.11333333333333333,0.04,0.02,0.07333333333333333,0.12666666666666668,0.11333333333333333,0.02,0.013333333333333334,0.006666666666666667,0.06,0.06,0.006666666666666667,0.0,0.02666666666666667,0,2,1,0,0,0,0,2,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,2,2,0,1,0,3,0,1,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0,0,1,2,1,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,2,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,4,0,0,1,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,3,1,1,0,0,3,1,0,1,1,0,1,1,1,1,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5369127516778524,-0.04697986577181208,-0.09395973154362416,-0.3221476510067114,-2.4563758389261743,0.4228187919463087,0.42953020134228187,-1.919463087248322,-1.1006711409395973,-1.3288590604026846,-0.8523489932885906,0.10738255033557047,-0.697986577181208,-2.1946308724832213,-1.8053691275167785,-0.3221476510067114,-0.37583892617449666,-2.9328859060402683,-1.778523489932886,-1.167785234899329
Q03860,0.06993006993006994,0.02097902097902098,0.04195804195804196,0.06293706293706294,0.006993006993006993,0.013986013986013986,0.02097902097902098,0.06993006993006994,0.006993006993006993,0.13286713286713286,0.11888111888111888,0.02097902097902098,0.02097902097902098,0.11188811188811189,0.04195804195804196,0.0979020979020979,0.02097902097902098,0.0,0.055944055944055944,0.06293706293706294,1,5,0,0,0,0,0,2,7,3,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,3,0,0,4,5,5,1,1,1,0,3,7,3,0,0,1,0,2,1,5,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,5,3,4,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30985915492957744,-1.5492957746478873,-1.4014084507042253,-1.7535211267605635,-1.6267605633802817,-1.204225352112676,-1.3028169014084507,-1.5070422535211268,-1.6338028169014085,-0.38028169014084506,-0.2887323943661972,-1.3380281690140845,-0.24647887323943662,-0.21830985915492956,-1.5704225352112675,-0.4154929577464789,-0.5774647887323944,-1.9507042253521127,-0.5845070422535211,-0.3380281690140845
Q03898,0.020618556701030927,0.06529209621993128,0.0859106529209622,0.048109965635738834,0.006872852233676976,0.05154639175257732,0.07216494845360824,0.041237113402061855,0.01718213058419244,0.07216494845360824,0.09965635738831616,0.10996563573883161,0.027491408934707903,0.030927835051546393,0.054982817869415807,0.09621993127147767,0.061855670103092786,0.0,0.003436426116838488,0.03436426116838488,0,1,0,0,0,1,0,1,1,2,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,2,1,0,0,4,0,1,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,4,1,4,2,4,0,3,2,5,4,1,1,0,0,2,2,2,1,2,0,6,2,5,1,1,2,0,2,1,3,1,5,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,0,1,4,4,2,5,0,0,0,4,2,1,1,0,0,1,2,4,1,2,0,0,1,1,1,3,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,5,1,0,0,3,2,1,3,1,1,0,2,0,5,1,0,0,2,3,1,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,0,0,4,3,1,4,4,1,2,4,0,1,0,1,0,0,3,4,0,2,1,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,3,1,0,1,0,1,3,0,3,1,0,0,1,0,1,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7448275862068966,-0.5344827586206896,-0.2620689655172414,-0.8551724137931035,-2.0724137931034483,-0.24482758620689654,-0.3103448275862069,-1.6517241379310346,-1.103448275862069,-1.3551724137931034,-1.1655172413793105,-0.2206896551724138,-0.6689655172413793,-1.8758620689655172,-1.2862068965517242,-0.09655172413793103,-0.38620689655172413,-2.720689655172414,-1.606896551724138,-1.110344827586207
Q03954,0.04242424242424243,0.05454545454545454,0.04242424242424243,0.09090909090909091,0.006060606060606061,0.048484848484848485,0.12121212121212122,0.030303030303030304,0.0,0.01818181818181818,0.15151515151515152,0.10303030303030303,0.048484848484848485,0.006060606060606061,0.024242424242424242,0.07272727272727272,0.05454545454545454,0.0,0.01818181818181818,0.06666666666666667,0,0,0,0,0,1,0,1,1,1,1,1,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,3,0,0,0,0,0,1,0,0,0,2,2,0,1,2,0,0,0,0,0,0,3,0,0,0,1,1,1,2,0,0,0,1,0,2,0,0,0,2,1,1,1,1,0,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,1,0,1,0,3,2,2,1,1,0,0,0,2,0,1,0,1,0,2,0,0,0,1,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,3,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,3,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,3,1,1,1,2,2,0,0,0,3,0,0,2,0,2,1,1,0,0,0,0,1,2,0,1,0,0,0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4024390243902439,-0.18902439024390244,-0.3475609756097561,-0.45121951219512196,-1.920731707317073,0.12195121951219512,0.07317073170731707,-1.4085365853658536,-1.0182926829268293,-0.926829268292683,-0.7560975609756098,-0.024390243902439025,-0.676829268292683,-1.646341463414634,-1.5609756097560976,-0.036585365853658534,-0.1951219512195122,-2.475609756097561,-1.4390243902439024,-0.8719512195121951
Q04003,0.037422037422037424,0.07068607068607069,0.06444906444906445,0.04781704781704782,0.010395010395010396,0.035343035343035345,0.09563409563409564,0.02702702702702703,0.018711018711018712,0.079002079002079,0.06860706860706861,0.11226611226611227,0.031185031185031187,0.02286902286902287,0.04781704781704782,0.09355509355509356,0.06444906444906445,0.006237006237006237,0.014553014553014554,0.05197505197505198,1,2,0,3,0,0,1,2,3,1,3,6,1,0,1,3,0,1,0,2,1,1,2,3,2,0,2,0,1,0,0,3,2,1,0,0,1,1,2,1,1,0,0,0,0,1,0,0,0,1,4,2,1,3,2,0,5,4,6,1,1,3,0,5,4,2,1,5,2,0,1,5,4,2,1,1,0,0,4,5,2,6,5,0,3,2,3,2,2,4,0,0,0,1,0,0,0,0,2,6,3,1,2,1,0,2,4,5,2,6,3,1,3,5,3,1,4,3,0,0,2,2,2,2,0,0,2,2,4,3,4,2,0,0,5,3,2,2,2,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,2,4,3,3,1,0,1,4,3,3,3,2,0,1,2,2,0,1,3,0,0,4,1,1,0,1,0,1,1,2,1,2,2,0,0,0,1,0,1,0,0,1,3,2,1,0,0,0,3,4,1,5,3,4,0,4,1,5,1,3,2,0,0,2,5,0,1,1,1,3,8,2,1,10,1,0,1,2,3,1,2,1,0,0,0,0,0,0,0,0,1,0,2,4,1,2,0,0,3,2,0,3,4,0,1,5,5,1,1,3,0,0,1,0,2,2,2,1,1,2,3,0,3,0,0,5,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6520833333333333,-0.5354166666666667,-0.4354166666666667,-0.86875,-2.0125,-0.25833333333333336,-0.21041666666666667,-1.7583333333333333,-1.0895833333333333,-1.2833333333333334,-1.2020833333333334,-0.20416666666666666,-0.675,-1.85,-1.3125,-0.12916666666666668,-0.36041666666666666,-2.63125,-1.5125,-0.98125
Q04048,0.05238649592549476,0.050058207217694994,0.04540162980209546,0.05238649592549476,0.01629802095459837,0.03608847497089639,0.0989522700814901,0.03259604190919674,0.01629802095459837,0.07683352735739232,0.10942956926658906,0.06752037252619325,0.01979045401629802,0.04307334109429569,0.03143189755529686,0.08847497089639116,0.047729918509895226,0.02211874272409779,0.048894062863795114,0.04423748544819558,3,1,2,0,6,5,0,2,5,10,4,2,4,0,5,2,4,4,3,1,0,0,4,5,1,3,1,1,1,3,6,0,5,3,0,0,2,2,1,3,5,0,0,0,2,0,0,0,0,6,7,4,7,6,2,0,7,18,8,6,7,7,0,8,11,8,6,10,9,0,1,8,8,2,4,4,0,4,6,3,0,1,7,0,5,11,8,1,4,5,0,0,1,2,0,1,1,0,3,11,9,3,1,2,0,9,8,5,5,3,6,2,6,4,4,3,2,8,1,3,8,6,3,2,3,0,3,4,4,5,2,4,1,4,11,2,5,3,2,0,0,2,0,1,0,1,0,0,1,0,2,1,2,0,3,10,8,3,4,7,1,2,8,5,3,1,5,3,0,6,1,1,0,1,0,0,7,3,0,1,2,0,1,4,1,0,3,2,0,0,0,0,0,1,0,0,1,4,2,0,2,1,1,4,3,9,3,1,3,2,3,8,3,3,3,2,0,1,5,4,2,0,0,0,0,3,2,4,0,0,0,4,7,7,0,0,2,1,0,0,0,0,0,1,0,4,3,2,3,2,1,1,7,9,12,5,2,6,0,4,5,5,6,2,1,0,1,4,3,0,4,2,0,3,2,4,2,0,4,0,2,5,3,5,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,-0.2715617715617716,-0.26107226107226106,-0.6351981351981352,-0.7132867132867133,-1.8648018648018647,-0.10722610722610723,0.14918414918414918,-1.7447552447552448,-0.6596736596736597,-0.8671328671328671,-0.44871794871794873,-0.09324009324009325,-0.6981351981351981,-1.0617715617715617,-1.662004662004662,-0.5641025641025641,-0.8671328671328671,-1.5792540792540792,-0.44755244755244755,-0.9347319347319347
