Identifier A,Identifier B,Interaction,negative_source,config_probability,degree_a,degree_b,common_neighbor_count,l3_path_count,shortest_path_distance
P07270,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P0C0X0,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41695,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P40325,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40485,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P22804,P32849,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17065,P38748,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40325,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P00447,P00927,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04387,Q06440,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P28795,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53617,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P26343,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32361,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P48361,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P03962,P07272,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P32628,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53617,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32849,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04387,P22804,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47025,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P39113,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P61829,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P36036,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32917,P48361,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P40151,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,P09201,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P20050,P25638,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P03962,P32628,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,P41695,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P20967,P32361,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P32361,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32505,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40485,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32639,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P38853,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,P39113,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P07272,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32361,Q05791,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,P32505,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P31539,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P38853,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P08638,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P26343,P32504,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,P28795,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32361,P32917,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P09201,P38748,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,P27895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P07270,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,P25638,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,Q06440,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38748,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P28743,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P09201,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,P22804,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P20967,P31539,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P26343,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P48361,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32504,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P25367,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40151,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,P28743,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32849,Q05791,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41695,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,1.0,0.0,2.0
P00812,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q04003,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,P40202,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P28795,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32917,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P17065,P28795,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,P40325,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P29340,P36036,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,P38853,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40485,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41697,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P08964,P38853,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53184,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P00812,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,1.0,0.0,2.0
P22804,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P03962,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,P08638,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q04411,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P25638,P40202,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38748,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41695,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P28795,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q02100,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P38247,P39113,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P28795,P38748,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P22804,Q02100,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,P38853,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53184,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,1.0,0.0,2.0
P41921,Q12390,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q03898,Q12390,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P00447,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P36036,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P32917,P38748,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32849,P38853,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P20967,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P09201,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17065,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q03860,Q04003,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P26343,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P28795,P40957,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,P41921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32628,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32849,P38247,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,P41697,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P03962,P36036,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53617,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47025,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40963,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P15442,P38247,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40325,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P11746,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,Q02100,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38247,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P04387,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41695,P48361,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
Q02100,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40485,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40963,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07270,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q12102,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,P48361,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P28743,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,P38247,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38853,P40957,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
Q12365,Q12390,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q03898,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P04387,P31539,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40963,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32917,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38247,P41697,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,P22804,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04387,P32505,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q08581,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32849,P41921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32917,P40325,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32504,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P41697,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17065,P29340,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P03962,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,P41921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,P22804,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07272,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40957,P41695,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P15442,P25638,0,topology_cl3,0.0014970059880239522,1.0,1.0,1.0,0.0,2.0
P28795,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53895,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P40151,P40485,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40957,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P40963,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,Q02100,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P40151,Q02100,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P20967,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P36036,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P40957,Q04003,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P03962,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P03962,P38748,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04386,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q04921,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P61829,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P47095,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P47011,P53184,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q04411,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40202,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P54861,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P04387,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,Q06704,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P00927,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
Q03860,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07270,P28795,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,P32639,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P22804,P32639,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53617,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P28743,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P36036,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P25638,P40963,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P31539,P32917,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P04386,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,P54861,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40963,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P25367,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P39113,Q3E7C1,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08964,P29340,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,P31539,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P29340,P32504,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06704,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17065,Q12365,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P09201,Q05791,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P38748,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P15442,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P17555,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P47095,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
Q03860,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P40485,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q06704,Q12154,0,topology_cl3,0.0014970059880239522,1.0,1.0,1.0,0.0,2.0
P31539,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P0C0X0,Q06675,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P38853,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17065,P40957,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P32361,P40202,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,P41921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q02100,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32504,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47011,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P29340,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,P0C0X0,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,P28795,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q03898,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P40202,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32639,Q04921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P26343,Q12102,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00927,P32504,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
Q02100,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,P22804,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P54861,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32917,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20050,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32504,P47095,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P15442,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P25638,P31539,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P07272,P17555,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32917,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P27895,P47025,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,P39113,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P11746,P32505,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P11746,P29340,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P17555,P38247,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P03962,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P27895,P41921,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,P32505,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P0C0X0,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07270,P25367,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,P22804,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P07270,P11746,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P47011,P47115,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,P41695,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P28743,Q08581,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P00447,P0C0X0,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P08638,P09201,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P41921,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32639,P53895,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P08638,Q06708,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
Q05791,Q06440,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,P32628,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,P04386,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P32639,P40151,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P26343,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00812,Q03860,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P53895,Q03898,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
P38748,P53617,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P20967,P36036,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,5.0
P32917,Q04411,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P15442,P81449,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,4.0
P20967,P47011,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P41697,Q12084,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,6.0
Q04921,Q12334,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P22804,P61829,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
P00447,P28795,0,topology_cl3,0.0014970059880239522,1.0,1.0,0.0,0.0,-1.0
