Identifier A,Identifier B,Interaction,negative_source,left_partition_size,right_partition_size
P12753,P53112,0,bipartite_non_edge,169.0,155.0
P12753,P53184,0,bipartite_non_edge,169.0,155.0
P12753,Q02100,0,bipartite_non_edge,169.0,155.0
P12753,Q06410,0,bipartite_non_edge,169.0,155.0
P12753,Q07457,0,bipartite_non_edge,169.0,155.0
P12753,Q08581,0,bipartite_non_edge,169.0,155.0
P12753,Q12020,0,bipartite_non_edge,169.0,155.0
P12753,Q12159,0,bipartite_non_edge,169.0,155.0
P12753,Q12440,0,bipartite_non_edge,169.0,155.0
P12753,Q92331,0,bipartite_non_edge,169.0,155.0
P12904,P15442,0,bipartite_non_edge,169.0,155.0
P12904,P15873,0,bipartite_non_edge,169.0,155.0
P12904,P16649,0,bipartite_non_edge,169.0,155.0
P12904,P21304,0,bipartite_non_edge,169.0,155.0
P12904,P21524,0,bipartite_non_edge,169.0,155.0
P12904,P25454,0,bipartite_non_edge,169.0,155.0
P12904,P27895,0,bipartite_non_edge,169.0,155.0
P12904,P32361,0,bipartite_non_edge,169.0,155.0
P12904,P32389,0,bipartite_non_edge,169.0,155.0
P12904,P32908,0,bipartite_non_edge,169.0,155.0
P12904,P32917,0,bipartite_non_edge,169.0,155.0
P12904,P38785,0,bipartite_non_edge,169.0,155.0
P12904,P39928,0,bipartite_non_edge,169.0,155.0
P12904,P39996,0,bipartite_non_edge,169.0,155.0
P12904,P40969,0,bipartite_non_edge,169.0,155.0
P12904,P46954,0,bipartite_non_edge,169.0,155.0
P12904,P47037,0,bipartite_non_edge,169.0,155.0
P12904,P53253,0,bipartite_non_edge,169.0,155.0
P12904,P53895,0,bipartite_non_edge,169.0,155.0
P12904,Q00582,0,bipartite_non_edge,169.0,155.0
P12904,Q04411,0,bipartite_non_edge,169.0,155.0
P12904,Q04477,0,bipartite_non_edge,169.0,155.0
P12904,Q06440,0,bipartite_non_edge,169.0,155.0
P12904,Q12066,0,bipartite_non_edge,169.0,155.0
P12904,Q12334,0,bipartite_non_edge,169.0,155.0
P12904,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P14291,P16649,0,bipartite_non_edge,169.0,155.0
P14291,P21304,0,bipartite_non_edge,169.0,155.0
P14291,P23337,0,bipartite_non_edge,169.0,155.0
P14291,P25342,0,bipartite_non_edge,169.0,155.0
P14291,P25454,0,bipartite_non_edge,169.0,155.0
P14291,P28795,0,bipartite_non_edge,169.0,155.0
P14291,P32361,0,bipartite_non_edge,169.0,155.0
P14291,P32389,0,bipartite_non_edge,169.0,155.0
P14291,P32523,0,bipartite_non_edge,169.0,155.0
P14291,P32639,0,bipartite_non_edge,169.0,155.0
P14291,P35056,0,bipartite_non_edge,169.0,155.0
P14291,P36068,0,bipartite_non_edge,169.0,155.0
P14291,P38748,0,bipartite_non_edge,169.0,155.0
P14291,P38822,0,bipartite_non_edge,169.0,155.0
P14291,P39723,0,bipartite_non_edge,169.0,155.0
P14291,P43639,0,bipartite_non_edge,169.0,155.0
P14291,P52891,0,bipartite_non_edge,169.0,155.0
P14291,P54861,0,bipartite_non_edge,169.0,155.0
P14291,P57743,0,bipartite_non_edge,169.0,155.0
P14291,Q03790,0,bipartite_non_edge,169.0,155.0
P14291,Q03818,0,bipartite_non_edge,169.0,155.0
P14291,Q05080,0,bipartite_non_edge,169.0,155.0
P14291,Q06675,0,bipartite_non_edge,169.0,155.0
P14291,Q06706,0,bipartite_non_edge,169.0,155.0
P14291,Q12134,0,bipartite_non_edge,169.0,155.0
P14291,Q12159,0,bipartite_non_edge,169.0,155.0
P14291,Q12446,0,bipartite_non_edge,169.0,155.0
P14741,P22804,0,bipartite_non_edge,169.0,155.0
P14741,P23337,0,bipartite_non_edge,169.0,155.0
P14741,P25454,0,bipartite_non_edge,169.0,155.0
P14741,P28743,0,bipartite_non_edge,169.0,155.0
P14741,P32523,0,bipartite_non_edge,169.0,155.0
P14741,P35056,0,bipartite_non_edge,169.0,155.0
P14741,P36036,0,bipartite_non_edge,169.0,155.0
P14741,P38042,0,bipartite_non_edge,169.0,155.0
P14741,P40054,0,bipartite_non_edge,169.0,155.0
P14741,P40202,0,bipartite_non_edge,169.0,155.0
P14741,P40582,0,bipartite_non_edge,169.0,155.0
P14741,P40957,0,bipartite_non_edge,169.0,155.0
P14741,P43639,0,bipartite_non_edge,169.0,155.0
P14741,P48361,0,bipartite_non_edge,169.0,155.0
P14741,P53184,0,bipartite_non_edge,169.0,155.0
P14741,Q02939,0,bipartite_non_edge,169.0,155.0
P14741,Q03954,0,bipartite_non_edge,169.0,155.0
P14741,Q04921,0,bipartite_non_edge,169.0,155.0
P14741,Q05080,0,bipartite_non_edge,169.0,155.0
P14741,Q06706,0,bipartite_non_edge,169.0,155.0
P14741,Q12306,0,bipartite_non_edge,169.0,155.0
P14904,P16474,0,bipartite_non_edge,169.0,155.0
P14904,P17709,0,bipartite_non_edge,169.0,155.0
P14904,P21524,0,bipartite_non_edge,169.0,155.0
P14904,P22216,0,bipartite_non_edge,169.0,155.0
P14904,P24279,0,bipartite_non_edge,169.0,155.0
P14904,P32504,0,bipartite_non_edge,169.0,155.0
P14904,P32505,0,bipartite_non_edge,169.0,155.0
P14904,P33338,0,bipartite_non_edge,169.0,155.0
P14904,P35191,0,bipartite_non_edge,169.0,155.0
P14904,P38247,0,bipartite_non_edge,169.0,155.0
P14904,P40054,0,bipartite_non_edge,169.0,155.0
P14904,P40202,0,bipartite_non_edge,169.0,155.0
P14904,P40460,0,bipartite_non_edge,169.0,155.0
P14904,P40485,0,bipartite_non_edge,169.0,155.0
P14904,P40963,0,bipartite_non_edge,169.0,155.0
P14904,P41543,0,bipartite_non_edge,169.0,155.0
P14904,P41697,0,bipartite_non_edge,169.0,155.0
P14904,P42935,0,bipartite_non_edge,169.0,155.0
P14904,P46954,0,bipartite_non_edge,169.0,155.0
P14904,P47037,0,bipartite_non_edge,169.0,155.0
P14904,P50623,0,bipartite_non_edge,169.0,155.0
P14904,P53253,0,bipartite_non_edge,169.0,155.0
P14904,P53895,0,bipartite_non_edge,169.0,155.0
P14904,Q02100,0,bipartite_non_edge,169.0,155.0
P14904,Q03654,0,bipartite_non_edge,169.0,155.0
P14904,Q04048,0,bipartite_non_edge,169.0,155.0
P14904,Q05568,0,bipartite_non_edge,169.0,155.0
P14904,Q05580,0,bipartite_non_edge,169.0,155.0
P14904,Q06410,0,bipartite_non_edge,169.0,155.0
P14904,Q06706,0,bipartite_non_edge,169.0,155.0
P14904,Q12020,0,bipartite_non_edge,169.0,155.0
P14904,Q92331,0,bipartite_non_edge,169.0,155.0
P15442,P15873,0,bipartite_non_edge,169.0,155.0
P15442,P17106,0,bipartite_non_edge,169.0,155.0
P15442,P21374,0,bipartite_non_edge,169.0,155.0
P15442,P25367,0,bipartite_non_edge,169.0,155.0
P15442,P33420,0,bipartite_non_edge,169.0,155.0
P15442,P36094,0,bipartite_non_edge,169.0,155.0
P15442,P38822,0,bipartite_non_edge,169.0,155.0
P15442,P39081,0,bipartite_non_edge,169.0,155.0
P15442,P39929,0,bipartite_non_edge,169.0,155.0
P15442,P39998,0,bipartite_non_edge,169.0,155.0
P15442,P40582,0,bipartite_non_edge,169.0,155.0
P15442,P41695,0,bipartite_non_edge,169.0,155.0
P15442,P43605,0,bipartite_non_edge,169.0,155.0
P15442,P47037,0,bipartite_non_edge,169.0,155.0
P15442,P53253,0,bipartite_non_edge,169.0,155.0
P15442,P57743,0,bipartite_non_edge,169.0,155.0
P15442,Q00684,0,bipartite_non_edge,169.0,155.0
P15442,Q02908,0,bipartite_non_edge,169.0,155.0
P15442,Q03654,0,bipartite_non_edge,169.0,155.0
P15442,Q12084,0,bipartite_non_edge,169.0,155.0
P15442,Q12159,0,bipartite_non_edge,169.0,155.0
P15442,Q12440,0,bipartite_non_edge,169.0,155.0
P15873,P19262,0,bipartite_non_edge,169.0,155.0
P15873,P23561,0,bipartite_non_edge,169.0,155.0
P15873,P25342,0,bipartite_non_edge,169.0,155.0
P15873,P30822,0,bipartite_non_edge,169.0,155.0
P15873,P31539,0,bipartite_non_edge,169.0,155.0
P15873,P32361,0,bipartite_non_edge,169.0,155.0
P15873,P32458,0,bipartite_non_edge,169.0,155.0
P15873,P32849,0,bipartite_non_edge,169.0,155.0
P15873,P32917,0,bipartite_non_edge,169.0,155.0
P15873,P38147,0,bipartite_non_edge,169.0,155.0
P15873,P38272,0,bipartite_non_edge,169.0,155.0
P15873,P38874,0,bipartite_non_edge,169.0,155.0
P15873,P39996,0,bipartite_non_edge,169.0,155.0
P15873,P40202,0,bipartite_non_edge,169.0,155.0
P15873,P40460,0,bipartite_non_edge,169.0,155.0
P15873,P40582,0,bipartite_non_edge,169.0,155.0
P15873,P40957,0,bipartite_non_edge,169.0,155.0
P15873,P41697,0,bipartite_non_edge,169.0,155.0
P15873,P42935,0,bipartite_non_edge,169.0,155.0
P15873,P47017,0,bipartite_non_edge,169.0,155.0
P15873,P50623,0,bipartite_non_edge,169.0,155.0
P15873,P52917,0,bipartite_non_edge,169.0,155.0
P15873,P54861,0,bipartite_non_edge,169.0,155.0
P15873,Q00684,0,bipartite_non_edge,169.0,155.0
P15873,Q02884,0,bipartite_non_edge,169.0,155.0
P15873,Q03818,0,bipartite_non_edge,169.0,155.0
P15873,Q03860,0,bipartite_non_edge,169.0,155.0
P15873,Q03954,0,bipartite_non_edge,169.0,155.0
P15873,Q04411,0,bipartite_non_edge,169.0,155.0
P15873,Q04921,0,bipartite_non_edge,169.0,155.0
P15873,Q08581,0,bipartite_non_edge,169.0,155.0
P15873,Q12329,0,bipartite_non_edge,169.0,155.0
P15873,Q12440,0,bipartite_non_edge,169.0,155.0
P15873,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P15873,Q92331,0,bipartite_non_edge,169.0,155.0
P15992,P16474,0,bipartite_non_edge,169.0,155.0
P15992,P20050,0,bipartite_non_edge,169.0,155.0
P15992,P22804,0,bipartite_non_edge,169.0,155.0
P15992,P23337,0,bipartite_non_edge,169.0,155.0
P15992,P26343,0,bipartite_non_edge,169.0,155.0
P15992,P29469,0,bipartite_non_edge,169.0,155.0
P15992,P32618,0,bipartite_non_edge,169.0,155.0
P15992,P32639,0,bipartite_non_edge,169.0,155.0
P15992,P32796,0,bipartite_non_edge,169.0,155.0
P15992,P38147,0,bipartite_non_edge,169.0,155.0
P15992,P38874,0,bipartite_non_edge,169.0,155.0
P15992,P39007,0,bipartite_non_edge,169.0,155.0
P15992,P42935,0,bipartite_non_edge,169.0,155.0
P15992,P47017,0,bipartite_non_edge,169.0,155.0
P15992,P47115,0,bipartite_non_edge,169.0,155.0
P15992,P48361,0,bipartite_non_edge,169.0,155.0
P15992,P50623,0,bipartite_non_edge,169.0,155.0
P15992,P57743,0,bipartite_non_edge,169.0,155.0
P15992,Q00582,0,bipartite_non_edge,169.0,155.0
P15992,Q03654,0,bipartite_non_edge,169.0,155.0
P15992,Q03898,0,bipartite_non_edge,169.0,155.0
P15992,Q03954,0,bipartite_non_edge,169.0,155.0
P15992,Q04003,0,bipartite_non_edge,169.0,155.0
P15992,Q05568,0,bipartite_non_edge,169.0,155.0
P15992,Q06440,0,bipartite_non_edge,169.0,155.0
P15992,Q12020,0,bipartite_non_edge,169.0,155.0
P15992,Q12033,0,bipartite_non_edge,169.0,155.0
P15992,Q12334,0,bipartite_non_edge,169.0,155.0
P15992,Q12446,0,bipartite_non_edge,169.0,155.0
P16474,P17065,0,bipartite_non_edge,169.0,155.0
P16474,P21524,0,bipartite_non_edge,169.0,155.0
P16474,P25454,0,bipartite_non_edge,169.0,155.0
P16474,P27515,0,bipartite_non_edge,169.0,155.0
P16474,P32468,0,bipartite_non_edge,169.0,155.0
P16474,P32628,0,bipartite_non_edge,169.0,155.0
P16474,P32639,0,bipartite_non_edge,169.0,155.0
P16474,P32829,0,bipartite_non_edge,169.0,155.0
P16474,P35056,0,bipartite_non_edge,169.0,155.0
P16474,P36068,0,bipartite_non_edge,169.0,155.0
P16474,P38523,0,bipartite_non_edge,169.0,155.0
P16474,P38874,0,bipartite_non_edge,169.0,155.0
P16474,P40460,0,bipartite_non_edge,169.0,155.0
P16474,P41921,0,bipartite_non_edge,169.0,155.0
P16474,P46946,0,bipartite_non_edge,169.0,155.0
P16474,P48361,0,bipartite_non_edge,169.0,155.0
P16474,P53184,0,bipartite_non_edge,169.0,155.0
P16474,Q02100,0,bipartite_non_edge,169.0,155.0
P16474,Q02939,0,bipartite_non_edge,169.0,155.0
P16474,Q03654,0,bipartite_non_edge,169.0,155.0
P16474,Q04048,0,bipartite_non_edge,169.0,155.0
P16474,Q06708,0,bipartite_non_edge,169.0,155.0
P16474,Q12084,0,bipartite_non_edge,169.0,155.0
P16474,Q12134,0,bipartite_non_edge,169.0,155.0
P16522,P17065,0,bipartite_non_edge,169.0,155.0
P16522,P17555,0,bipartite_non_edge,169.0,155.0
P16522,P17709,0,bipartite_non_edge,169.0,155.0
P16522,P19262,0,bipartite_non_edge,169.0,155.0
P16522,P20050,0,bipartite_non_edge,169.0,155.0
P16522,P25293,0,bipartite_non_edge,169.0,155.0
P16522,P28795,0,bipartite_non_edge,169.0,155.0
P16522,P30771,0,bipartite_non_edge,169.0,155.0
P16522,P32618,0,bipartite_non_edge,169.0,155.0
P16522,P32628,0,bipartite_non_edge,169.0,155.0
P16522,P32908,0,bipartite_non_edge,169.0,155.0
P16522,P38523,0,bipartite_non_edge,169.0,155.0
P16522,P38748,0,bipartite_non_edge,169.0,155.0
P16522,P39081,0,bipartite_non_edge,169.0,155.0
P16522,P39998,0,bipartite_non_edge,169.0,155.0
P16522,P40151,0,bipartite_non_edge,169.0,155.0
P16522,P40969,0,bipartite_non_edge,169.0,155.0
P16522,P43605,0,bipartite_non_edge,169.0,155.0
P16522,P47095,0,bipartite_non_edge,169.0,155.0
P16522,P48361,0,bipartite_non_edge,169.0,155.0
P16522,P53184,0,bipartite_non_edge,169.0,155.0
P16522,P53617,0,bipartite_non_edge,169.0,155.0
P16522,Q04868,0,bipartite_non_edge,169.0,155.0
P16522,Q04921,0,bipartite_non_edge,169.0,155.0
P16522,Q05791,0,bipartite_non_edge,169.0,155.0
P16522,Q06708,0,bipartite_non_edge,169.0,155.0
P16522,Q12020,0,bipartite_non_edge,169.0,155.0
P16522,Q3E7C1,0,bipartite_non_edge,169.0,155.0
P16649,P20967,0,bipartite_non_edge,169.0,155.0
P16649,P29469,0,bipartite_non_edge,169.0,155.0
P16649,P32829,0,bipartite_non_edge,169.0,155.0
P16649,P32849,0,bipartite_non_edge,169.0,155.0
P16649,P32917,0,bipartite_non_edge,169.0,155.0
P16649,P33338,0,bipartite_non_edge,169.0,155.0
P16649,P33419,0,bipartite_non_edge,169.0,155.0
P16649,P34730,0,bipartite_non_edge,169.0,155.0
P16649,P35191,0,bipartite_non_edge,169.0,155.0
P16649,P36068,0,bipartite_non_edge,169.0,155.0
P16649,P38042,0,bipartite_non_edge,169.0,155.0
P16649,P38874,0,bipartite_non_edge,169.0,155.0
P16649,P40582,0,bipartite_non_edge,169.0,155.0
P16649,P41695,0,bipartite_non_edge,169.0,155.0
P16649,P42935,0,bipartite_non_edge,169.0,155.0
P16649,Q02884,0,bipartite_non_edge,169.0,155.0
P16649,Q02908,0,bipartite_non_edge,169.0,155.0
P16649,Q03654,0,bipartite_non_edge,169.0,155.0
P16649,Q03818,0,bipartite_non_edge,169.0,155.0
P16649,Q05568,0,bipartite_non_edge,169.0,155.0
P16649,Q12033,0,bipartite_non_edge,169.0,155.0
P16649,Q12102,0,bipartite_non_edge,169.0,155.0
P16649,Q12329,0,bipartite_non_edge,169.0,155.0
P16649,Q12365,0,bipartite_non_edge,169.0,155.0
P17065,P17709,0,bipartite_non_edge,169.0,155.0
P17065,P21264,0,bipartite_non_edge,169.0,155.0
P17065,P21304,0,bipartite_non_edge,169.0,155.0
P17065,P21374,0,bipartite_non_edge,169.0,155.0
P17065,P21524,0,bipartite_non_edge,169.0,155.0
P17065,P24279,0,bipartite_non_edge,169.0,155.0
P17065,P32797,0,bipartite_non_edge,169.0,155.0
P17065,P33338,0,bipartite_non_edge,169.0,155.0
P17065,P38822,0,bipartite_non_edge,169.0,155.0
P17065,P38853,0,bipartite_non_edge,169.0,155.0
P17065,P38874,0,bipartite_non_edge,169.0,155.0
P17065,P39723,0,bipartite_non_edge,169.0,155.0
P17065,P40054,0,bipartite_non_edge,169.0,155.0
P17065,P41543,0,bipartite_non_edge,169.0,155.0
P17065,P47037,0,bipartite_non_edge,169.0,155.0
P17065,P53886,0,bipartite_non_edge,169.0,155.0
P17065,P54786,0,bipartite_non_edge,169.0,155.0
P17065,Q00684,0,bipartite_non_edge,169.0,155.0
P17065,Q03654,0,bipartite_non_edge,169.0,155.0
P17065,Q03790,0,bipartite_non_edge,169.0,155.0
P17065,Q03818,0,bipartite_non_edge,169.0,155.0
P17065,Q03954,0,bipartite_non_edge,169.0,155.0
P17065,Q04003,0,bipartite_non_edge,169.0,155.0
P17065,Q05080,0,bipartite_non_edge,169.0,155.0
P17065,Q12102,0,bipartite_non_edge,169.0,155.0
P17065,Q12446,0,bipartite_non_edge,169.0,155.0
P17106,P21264,0,bipartite_non_edge,169.0,155.0
P17106,P32361,0,bipartite_non_edge,169.0,155.0
P17106,P32458,0,bipartite_non_edge,169.0,155.0
P17106,P32639,0,bipartite_non_edge,169.0,155.0
P17106,P33338,0,bipartite_non_edge,169.0,155.0
P17106,P33420,0,bipartite_non_edge,169.0,155.0
P17106,P35056,0,bipartite_non_edge,169.0,155.0
P17106,P36036,0,bipartite_non_edge,169.0,155.0
P17106,P39007,0,bipartite_non_edge,169.0,155.0
P17106,P39929,0,bipartite_non_edge,169.0,155.0
P17106,P39996,0,bipartite_non_edge,169.0,155.0
P17106,P40316,0,bipartite_non_edge,169.0,155.0
P17106,P40957,0,bipartite_non_edge,169.0,155.0
P17106,P46946,0,bipartite_non_edge,169.0,155.0
P17106,P47025,0,bipartite_non_edge,169.0,155.0
P17106,P53886,0,bipartite_non_edge,169.0,155.0
P17106,Q00582,0,bipartite_non_edge,169.0,155.0
P17106,Q00684,0,bipartite_non_edge,169.0,155.0
P17106,Q02884,0,bipartite_non_edge,169.0,155.0
P17106,Q02908,0,bipartite_non_edge,169.0,155.0
P17106,Q04411,0,bipartite_non_edge,169.0,155.0
P17106,Q04921,0,bipartite_non_edge,169.0,155.0
P17106,Q06410,0,bipartite_non_edge,169.0,155.0
P17106,Q12020,0,bipartite_non_edge,169.0,155.0
P17106,Q12084,0,bipartite_non_edge,169.0,155.0
P17106,Q12102,0,bipartite_non_edge,169.0,155.0
P17106,Q12154,0,bipartite_non_edge,169.0,155.0
P17106,Q12159,0,bipartite_non_edge,169.0,155.0
P17106,Q12334,0,bipartite_non_edge,169.0,155.0
P17555,P21524,0,bipartite_non_edge,169.0,155.0
P17555,P22216,0,bipartite_non_edge,169.0,155.0
P17555,P22804,0,bipartite_non_edge,169.0,155.0
P17555,P28795,0,bipartite_non_edge,169.0,155.0
P17555,P30771,0,bipartite_non_edge,169.0,155.0
P17555,P32628,0,bipartite_non_edge,169.0,155.0
P17555,P39113,0,bipartite_non_edge,169.0,155.0
P17555,P39723,0,bipartite_non_edge,169.0,155.0
P17555,P40460,0,bipartite_non_edge,169.0,155.0
P17555,P41697,0,bipartite_non_edge,169.0,155.0
P17555,P43605,0,bipartite_non_edge,169.0,155.0
P17555,P57743,0,bipartite_non_edge,169.0,155.0
P17555,Q03818,0,bipartite_non_edge,169.0,155.0
P17555,Q05580,0,bipartite_non_edge,169.0,155.0
P17555,Q06706,0,bipartite_non_edge,169.0,155.0
P17555,Q06708,0,bipartite_non_edge,169.0,155.0
P17555,Q12446,0,bipartite_non_edge,169.0,155.0
P17709,P19262,0,bipartite_non_edge,169.0,155.0
P17709,P20967,0,bipartite_non_edge,169.0,155.0
P17709,P23561,0,bipartite_non_edge,169.0,155.0
P17709,P24279,0,bipartite_non_edge,169.0,155.0
P17709,P24719,0,bipartite_non_edge,169.0,155.0
P17709,P29340,0,bipartite_non_edge,169.0,155.0
P17709,P31111,0,bipartite_non_edge,169.0,155.0
P17709,P32361,0,bipartite_non_edge,169.0,155.0
P17709,P32849,0,bipartite_non_edge,169.0,155.0
P17709,P32908,0,bipartite_non_edge,169.0,155.0
P17709,P34730,0,bipartite_non_edge,169.0,155.0
P17709,P38822,0,bipartite_non_edge,169.0,155.0
P17709,P38853,0,bipartite_non_edge,169.0,155.0
P17709,P40054,0,bipartite_non_edge,169.0,155.0
P17709,P40073,0,bipartite_non_edge,169.0,155.0
P17709,P40089,0,bipartite_non_edge,169.0,155.0
P17709,P41697,0,bipartite_non_edge,169.0,155.0
P17709,P47017,0,bipartite_non_edge,169.0,155.0
P17709,P48361,0,bipartite_non_edge,169.0,155.0
P17709,P53971,0,bipartite_non_edge,169.0,155.0
P17709,P57743,0,bipartite_non_edge,169.0,155.0
P17709,Q03654,0,bipartite_non_edge,169.0,155.0
P17709,Q04868,0,bipartite_non_edge,169.0,155.0
P17709,Q07457,0,bipartite_non_edge,169.0,155.0
P17709,Q12102,0,bipartite_non_edge,169.0,155.0
P17709,Q12329,0,bipartite_non_edge,169.0,155.0
P19262,P22804,0,bipartite_non_edge,169.0,155.0
P19262,P23337,0,bipartite_non_edge,169.0,155.0
P19262,P25293,0,bipartite_non_edge,169.0,155.0
P19262,P25638,0,bipartite_non_edge,169.0,155.0
P19262,P27895,0,bipartite_non_edge,169.0,155.0
P19262,P35056,0,bipartite_non_edge,169.0,155.0
P19262,P38339,0,bipartite_non_edge,169.0,155.0
P19262,P38853,0,bipartite_non_edge,169.0,155.0
P19262,P39081,0,bipartite_non_edge,169.0,155.0
P19262,P40073,0,bipartite_non_edge,169.0,155.0
P19262,P40151,0,bipartite_non_edge,169.0,155.0
P19262,P40963,0,bipartite_non_edge,169.0,155.0
P19262,P41921,0,bipartite_non_edge,169.0,155.0
P19262,P47011,0,bipartite_non_edge,169.0,155.0
P19262,P47037,0,bipartite_non_edge,169.0,155.0
P19262,P53617,0,bipartite_non_edge,169.0,155.0
P19262,P53971,0,bipartite_non_edge,169.0,155.0
P19262,P81449,0,bipartite_non_edge,169.0,155.0
P19262,Q02100,0,bipartite_non_edge,169.0,155.0
P19262,Q02884,0,bipartite_non_edge,169.0,155.0
P19262,Q02939,0,bipartite_non_edge,169.0,155.0
P19262,Q03954,0,bipartite_non_edge,169.0,155.0
P19262,Q05580,0,bipartite_non_edge,169.0,155.0
P19262,Q06675,0,bipartite_non_edge,169.0,155.0
P19262,Q06706,0,bipartite_non_edge,169.0,155.0
P19262,Q12440,0,bipartite_non_edge,169.0,155.0
P19262,Q12446,0,bipartite_non_edge,169.0,155.0
P20050,P21304,0,bipartite_non_edge,169.0,155.0
P20050,P21374,0,bipartite_non_edge,169.0,155.0
P20050,P24279,0,bipartite_non_edge,169.0,155.0
P20050,P25367,0,bipartite_non_edge,169.0,155.0
P20050,P27515,0,bipartite_non_edge,169.0,155.0
P20050,P28743,0,bipartite_non_edge,169.0,155.0
P20050,P29340,0,bipartite_non_edge,169.0,155.0
P20050,P30822,0,bipartite_non_edge,169.0,155.0
P20050,P32908,0,bipartite_non_edge,169.0,155.0
P20050,P33338,0,bipartite_non_edge,169.0,155.0
P20050,P36094,0,bipartite_non_edge,169.0,155.0
P20050,P38042,0,bipartite_non_edge,169.0,155.0
P20050,P39081,0,bipartite_non_edge,169.0,155.0
P20050,P39928,0,bipartite_non_edge,169.0,155.0
P20050,P40054,0,bipartite_non_edge,169.0,155.0
P20050,P40151,0,bipartite_non_edge,169.0,155.0
P20050,P40582,0,bipartite_non_edge,169.0,155.0
P20050,P40969,0,bipartite_non_edge,169.0,155.0
P20050,P46954,0,bipartite_non_edge,169.0,155.0
P20050,P47037,0,bipartite_non_edge,169.0,155.0
P20050,P54786,0,bipartite_non_edge,169.0,155.0
P20050,P81449,0,bipartite_non_edge,169.0,155.0
P20050,Q00582,0,bipartite_non_edge,169.0,155.0
P20050,Q02884,0,bipartite_non_edge,169.0,155.0
P20050,Q02939,0,bipartite_non_edge,169.0,155.0
P20050,Q04477,0,bipartite_non_edge,169.0,155.0
P20050,Q12066,0,bipartite_non_edge,169.0,155.0
P20050,Q12102,0,bipartite_non_edge,169.0,155.0
P20050,Q12263,0,bipartite_non_edge,169.0,155.0
P20050,Q12390,0,bipartite_non_edge,169.0,155.0
P20050,Q12446,0,bipartite_non_edge,169.0,155.0
P20967,P22804,0,bipartite_non_edge,169.0,155.0
P20967,P25293,0,bipartite_non_edge,169.0,155.0
P20967,P26343,0,bipartite_non_edge,169.0,155.0
P20967,P29469,0,bipartite_non_edge,169.0,155.0
P20967,P30771,0,bipartite_non_edge,169.0,155.0
P20967,P32523,0,bipartite_non_edge,169.0,155.0
P20967,P32618,0,bipartite_non_edge,169.0,155.0
P20967,P32628,0,bipartite_non_edge,169.0,155.0
P20967,P32639,0,bipartite_non_edge,169.0,155.0
P20967,P38147,0,bipartite_non_edge,169.0,155.0
P20967,P38785,0,bipartite_non_edge,169.0,155.0
P20967,P40073,0,bipartite_non_edge,169.0,155.0
P20967,P40316,0,bipartite_non_edge,169.0,155.0
P20967,P40963,0,bipartite_non_edge,169.0,155.0
P20967,P41697,0,bipartite_non_edge,169.0,155.0
P20967,P43639,0,bipartite_non_edge,169.0,155.0
P20967,P47095,0,bipartite_non_edge,169.0,155.0
P20967,Q02884,0,bipartite_non_edge,169.0,155.0
P20967,Q03654,0,bipartite_non_edge,169.0,155.0
P20967,Q05080,0,bipartite_non_edge,169.0,155.0
P20967,Q06169,0,bipartite_non_edge,169.0,155.0
P20967,Q06708,0,bipartite_non_edge,169.0,155.0
P20967,Q08581,0,bipartite_non_edge,169.0,155.0
P20967,Q12066,0,bipartite_non_edge,169.0,155.0
P20967,Q12159,0,bipartite_non_edge,169.0,155.0
P20967,Q12329,0,bipartite_non_edge,169.0,155.0
P20967,Q12440,0,bipartite_non_edge,169.0,155.0
P21264,P28795,0,bipartite_non_edge,169.0,155.0
P21264,P30771,0,bipartite_non_edge,169.0,155.0
P21264,P30822,0,bipartite_non_edge,169.0,155.0
P21264,P32504,0,bipartite_non_edge,169.0,155.0
P21264,P32628,0,bipartite_non_edge,169.0,155.0
P21264,P32639,0,bipartite_non_edge,169.0,155.0
P21264,P32829,0,bipartite_non_edge,169.0,155.0
P21264,P36036,0,bipartite_non_edge,169.0,155.0
P21264,P38523,0,bipartite_non_edge,169.0,155.0
P21264,P39007,0,bipartite_non_edge,169.0,155.0
P21264,P39081,0,bipartite_non_edge,169.0,155.0
P21264,P39723,0,bipartite_non_edge,169.0,155.0
P21264,P40325,0,bipartite_non_edge,169.0,155.0
P21264,P40969,0,bipartite_non_edge,169.0,155.0
P21264,P53112,0,bipartite_non_edge,169.0,155.0
P21264,P53971,0,bipartite_non_edge,169.0,155.0
P21264,Q03654,0,bipartite_non_edge,169.0,155.0
P21264,Q05080,0,bipartite_non_edge,169.0,155.0
P21264,Q12033,0,bipartite_non_edge,169.0,155.0
P21304,P25454,0,bipartite_non_edge,169.0,155.0
P21304,P26343,0,bipartite_non_edge,169.0,155.0
P21304,P32458,0,bipartite_non_edge,169.0,155.0
P21304,P32468,0,bipartite_non_edge,169.0,155.0
P21304,P32504,0,bipartite_non_edge,169.0,155.0
P21304,P32796,0,bipartite_non_edge,169.0,155.0
P21304,P32829,0,bipartite_non_edge,169.0,155.0
P21304,P33338,0,bipartite_non_edge,169.0,155.0
P21304,P38874,0,bipartite_non_edge,169.0,155.0
P21304,P40151,0,bipartite_non_edge,169.0,155.0
P21304,P40202,0,bipartite_non_edge,169.0,155.0
P21304,P40957,0,bipartite_non_edge,169.0,155.0
