Protein Identifier,AAC_A,AAC_R,AAC_N,AAC_D,AAC_C,AAC_Q,AAC_E,AAC_G,AAC_H,AAC_I,AAC_L,AAC_K,AAC_M,AAC_F,AAC_P,AAC_S,AAC_T,AAC_W,AAC_Y,AAC_V,PSSM_A,PSSM_R,PSSM_N,PSSM_D,PSSM_C,PSSM_Q,PSSM_E,PSSM_G,PSSM_H,PSSM_I,PSSM_L,PSSM_K,PSSM_M,PSSM_F,PSSM_P,PSSM_S,PSSM_T,PSSM_W,PSSM_Y,PSSM_V
P40316,0.04289544235924933,0.03753351206434316,0.08042895442359249,0.08847184986595175,0.002680965147453083,0.064343163538874,0.0938337801608579,0.05630026809651475,0.013404825737265416,0.03485254691689008,0.12064343163538874,0.0938337801608579,0.010723860589812333,0.01876675603217158,0.05630026809651475,0.08847184986595175,0.04289544235924933,0.0,0.024128686327077747,0.029490616621983913,-0.7024128686327078,-0.6943699731903485,-0.21447721179624665,-0.4691689008042895,-2.2359249329758715,-0.10723860589812333,-0.04825737265415549,-1.4343163538873995,-1.03485254691689,-1.6193029490616622,-1.388739946380697,-0.18230563002680966,-0.8954423592493298,-1.9812332439678284,-1.198391420911528,-0.05630026809651475,-0.5254691689008043,-2.707774798927614,-1.5764075067024128,-1.3136729222520107
P40325,0.04040404040404041,0.09090909090909091,0.045454545454545456,0.03535353535353535,0.04040404040404041,0.0707070707070707,0.03535353535353535,0.06565656565656566,0.030303030303030304,0.020202020202020204,0.05555555555555555,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.13636363636363635,0.09090909090909091,0.0707070707070707,0.015151515151515152,0.06060606060606061,0.03535353535353535,-0.6212121212121212,-0.7171717171717171,-0.6363636363636364,-1.1111111111111112,-1.7626262626262625,-0.3333333333333333,-0.6616161616161617,-1.404040404040404,-0.9040404040404041,-1.8131313131313131,-1.6262626262626263,-0.5959595959595959,-0.9949494949494949,-1.9292929292929293,-0.6363636363636364,-0.21212121212121213,-0.4595959595959596,-2.2777777777777777,-1.2373737373737375,-1.4191919191919191
P40416,0.07101449275362319,0.057971014492753624,0.04927536231884058,0.050724637681159424,0.005797101449275362,0.0391304347826087,0.042028985507246375,0.059420289855072465,0.015942028985507246,0.08115942028985507,0.11594202898550725,0.06811594202898551,0.021739130434782608,0.0536231884057971,0.03333333333333333,0.06376811594202898,0.06666666666666667,0.011594202898550725,0.02318840579710145,0.06956521739130435,-0.5318840579710145,-0.9884057971014493,-0.8971014492753623,-1.3391304347826087,-1.8333333333333333,-0.7231884057971014,-0.8710144927536232,-1.673913043478261,-1.3579710144927537,-0.8492753623188406,-0.7710144927536232,-0.7144927536231884,-0.48840579710144927,-1.3304347826086957,-1.655072463768116,-0.4144927536231884,-0.4463768115942029,-2.294202898550725,-1.228985507246377,-0.6507246376811594
P40460,0.02170767004341534,0.04775687409551375,0.0824891461649783,0.04775687409551375,0.002894356005788712,0.06222865412445731,0.09696092619392185,0.03473227206946455,0.023154848046309694,0.08972503617945007,0.11143270622286541,0.10564399421128799,0.01881331403762663,0.02894356005788712,0.01881331403762663,0.09117221418234443,0.05788712011577424,0.00723589001447178,0.024602026049204053,0.02604920405209841,-0.808972503617945,-0.6164978292329957,-0.31693198263386396,-0.8639652677279306,-2.14616497829233,-0.18813314037626627,-0.2199710564399421,-1.7872648335745296,-0.9652677279305355,-1.2257597684515196,-1.0405209840810419,-0.18523878437047755,-0.6164978292329957,-1.6497829232995658,-1.6483357452966716,-0.1678726483357453,-0.45875542691751087,-2.479015918958032,-1.3053545586107091,-1.031837916063676
P40473,0.039886039886039885,0.05698005698005698,0.06837606837606838,0.037037037037037035,0.005698005698005698,0.09971509971509972,0.05698005698005698,0.045584045584045586,0.03133903133903134,0.05413105413105413,0.06837606837606838,0.04843304843304843,0.045584045584045586,0.017094017094017096,0.09401709401709402,0.1111111111111111,0.05982905982905983,0.002849002849002849,0.022792022792022793,0.03418803418803419,-0.6153846153846154,-0.6524216524216524,-0.3646723646723647,-0.8917378917378918,-2.07977207977208,-0.03133903133903134,-0.3333333333333333,-1.5299145299145298,-0.9116809116809117,-1.5185185185185186,-1.3418803418803418,-0.37606837606837606,-0.6438746438746439,-1.9401709401709402,-0.8917378917378918,-0.022792022792022793,-0.396011396011396,-2.5754985754985755,-1.4472934472934473,-1.1794871794871795
P40485,0.043731778425655975,0.037900874635568516,0.08600583090379009,0.056851311953352766,0.0029154518950437317,0.11078717201166181,0.04227405247813411,0.029154518950437316,0.01749271137026239,0.056851311953352766,0.09766763848396501,0.06268221574344024,0.018950437317784258,0.043731778425655975,0.04227405247813411,0.11224489795918367,0.06268221574344024,0.0058309037900874635,0.02478134110787172,0.04518950437317784,-0.6574344023323615,-0.7769679300291545,-0.31924198250728864,-0.8571428571428571,-2.0145772594752187,-0.10058309037900874,-0.39941690962099125,-1.6705539358600583,-1.0131195335276968,-1.284256559766764,-1.1137026239067056,-0.42128279883381925,-0.5947521865889213,-1.6093294460641399,-1.4096209912536444,-0.03206997084548105,-0.3454810495626822,-2.446064139941691,-1.2638483965014577,-1.043731778425656
P40574,0.05714285714285714,0.061224489795918366,0.08163265306122448,0.04897959183673469,0.0326530612244898,0.053061224489795916,0.09795918367346938,0.012244897959183673,0.044897959183673466,0.053061224489795916,0.09795918367346938,0.11428571428571428,0.0163265306122449,0.00816326530612245,0.04897959183673469,0.0653061224489796,0.04897959183673469,0.004081632653061225,0.0163265306122449,0.036734693877551024,-0.6612244897959184,-0.4530612244897959,-0.3306122448979592,-0.8326530612244898,-1.8693877551020408,-0.11836734693877551,-0.1306122448979592,-1.8571428571428572,-0.8,-1.4653061224489796,-1.2489795918367348,-0.04081632653061224,-0.763265306122449,-1.9918367346938775,-1.2979591836734694,-0.19183673469387755,-0.4857142857142857,-2.6857142857142855,-1.469387755102041,-1.1551020408163266
P40582,0.07692307692307693,0.038461538461538464,0.029914529914529916,0.05982905982905983,0.0,0.03418803418803419,0.07264957264957266,0.04700854700854701,0.029914529914529916,0.06837606837606838,0.1111111111111111,0.0811965811965812,0.02564102564102564,0.05982905982905983,0.05555555555555555,0.08974358974358974,0.01282051282051282,0.01282051282051282,0.04700854700854701,0.04700854700854701,-0.5811965811965812,-1.0213675213675213,-0.9615384615384616,-1.1623931623931625,-2.0128205128205128,-0.5769230769230769,-0.6025641025641025,-1.7094017094017093,-1.0683760683760684,-1.0854700854700854,-0.9615384615384616,-0.5982905982905983,-0.5897435897435898,-1.235042735042735,-1.4444444444444444,-0.37606837606837606,-0.7863247863247863,-2.2051282051282053,-0.9829059829059829,-0.8974358974358975
P40892,0.05612244897959184,0.03571428571428571,0.08673469387755102,0.0663265306122449,0.015306122448979591,0.01020408163265306,0.05612244897959184,0.09183673469387756,0.015306122448979591,0.11734693877551021,0.061224489795918366,0.061224489795918366,0.01020408163265306,0.02040816326530612,0.05612244897959184,0.04081632653061224,0.04591836734693878,0.00510204081632653,0.05102040816326531,0.09693877551020408,-0.6377551020408163,-1.260204081632653,-0.6581632653061225,-1.0561224489795917,-1.8826530612244898,-0.9183673469387755,-0.8367346938775511,-1.3826530612244898,-1.280612244897959,-0.9030612244897959,-1.153061224489796,-0.8826530612244898,-0.826530612244898,-1.596938775510204,-1.4540816326530612,-0.4897959183673469,-0.5867346938775511,-2.5408163265306123,-1.2755102040816326,-0.6275510204081632
P40957,0.029372496662216287,0.036048064085447265,0.12550066755674233,0.06942590120160214,0.009345794392523364,0.06942590120160214,0.09746328437917223,0.020026702269692925,0.009345794392523364,0.044058744993324434,0.14018691588785046,0.1081441922563418,0.018691588785046728,0.029372496662216287,0.01335113484646195,0.07209612817089453,0.044058744993324434,0.00801068090787717,0.02403204272363151,0.03204272363150868,-0.87716955941255,-0.6008010680907877,-0.06408544726301736,-0.6542056074766355,-2.1335113484646193,-0.07343124165554073,-0.1054739652870494,-1.7983978638184246,-0.9746328437917223,-1.369826435246996,-1.0707610146862483,-0.10947930574098798,-0.6408544726301736,-1.72630173564753,-1.6822429906542056,-0.1628838451268358,-0.4953271028037383,-2.5287049399198933,-1.3658210947930574,-1.1695594125500668
P40963,0.020710059171597635,0.03550295857988166,0.04437869822485207,0.04142011834319527,0.029585798816568046,0.05325443786982249,0.04437869822485207,0.07100591715976332,0.01775147928994083,0.05621301775147929,0.1242603550295858,0.10059171597633136,0.014792899408284023,0.05029585798816568,0.03254437869822485,0.07692307692307693,0.05325443786982249,0.01775147928994083,0.06804733727810651,0.047337278106508875,-0.7988165680473372,-1.0118343195266273,-0.863905325443787,-1.3727810650887573,-1.7455621301775148,-0.6124260355029586,-0.8609467455621301,-1.6775147928994083,-1.1390532544378698,-1.1420118343195267,-0.9201183431952663,-0.591715976331361,-0.591715976331361,-1.2041420118343196,-1.7307692307692308,-0.44970414201183434,-0.6390532544378699,-1.9497041420118344,-0.8431952662721893,-0.9497041420118343
P40969,0.03782894736842105,0.047697368421052634,0.049342105263157895,0.06907894736842106,0.023026315789473683,0.046052631578947366,0.05921052631578947,0.02631578947368421,0.019736842105263157,0.0625,0.12828947368421054,0.06743421052631579,0.02631578947368421,0.05592105263157895,0.03453947368421053,0.07730263157894737,0.05098684210526316,0.01644736842105263,0.049342105263157895,0.05263157894736842,-0.7796052631578947,-1.019736842105263,-0.8667763157894737,-1.175986842105263,-1.7516447368421053,-0.5805921052631579,-0.7203947368421053,-1.980263157894737,-1.1480263157894737,-0.9588815789473685,-0.7976973684210527,-0.6875,-0.4786184210526316,-1.1842105263157894,-1.6891447368421053,-0.4506578947368421,-0.5674342105263158,-2.1052631578947367,-0.9457236842105263,-0.8305921052631579
P41543,0.05672268907563025,0.0273109243697479,0.06512605042016807,0.04201680672268908,0.004201680672268907,0.031512605042016806,0.06932773109243698,0.04831932773109244,0.023109243697478993,0.06512605042016807,0.0819327731092437,0.04411764705882353,0.014705882352941176,0.07983193277310924,0.052521008403361345,0.09873949579831932,0.06722689075630252,0.018907563025210083,0.04411764705882353,0.06512605042016807,-0.6260504201680672,-1.218487394957983,-0.7457983193277311,-1.1701680672268908,-1.9201680672268908,-0.7289915966386554,-0.7373949579831933,-1.6323529411764706,-1.0924369747899159,-1.050420168067227,-1.0525210084033614,-0.8634453781512605,-0.6848739495798319,-1.1050420168067228,-1.5105042016806722,-0.2668067226890756,-0.4264705882352941,-2.069327731092437,-0.9201680672268907,-0.842436974789916
P41546,0.07563025210084033,0.06722689075630252,0.07563025210084033,0.07983193277310924,0.01680672268907563,0.03361344537815126,0.07983193277310924,0.012605042016806723,0.02100840336134454,0.025210084033613446,0.1134453781512605,0.046218487394957986,0.02100840336134454,0.046218487394957986,0.0546218487394958,0.12184873949579832,0.07142857142857142,0.008403361344537815,0.008403361344537815,0.02100840336134454,-0.5042016806722689,-0.7184873949579832,-0.3445378151260504,-0.680672268907563,-1.8403361344537814,-0.3445378151260504,-0.3025210084033613,-1.6638655462184875,-1.050420168067227,-1.453781512605042,-1.2226890756302522,-0.44537815126050423,-0.7773109243697479,-1.7058823529411764,-1.273109243697479,0.07563025210084033,-0.25210084033613445,-2.5546218487394956,-1.5084033613445378,-1.2436974789915967
P41695,0.03525954946131244,0.04995102840352596,0.07149853085210578,0.05288932419196866,0.0068560235063663075,0.04897159647404505,0.0832517140058766,0.043095004897159644,0.019588638589618023,0.06072477962781587,0.09500489715964741,0.07835455435847209,0.021547502448579822,0.043095004897159644,0.04897159647404505,0.08031341821743389,0.06464250734573947,0.009794319294809012,0.039177277179236046,0.04701273261508325,-0.7473065621939275,-0.8070519098922625,-0.5053868756121449,-0.9441723800195886,-2.0646425073457393,-0.3702252693437806,-0.4054848188050931,-1.6973555337904016,-1.0235063663075417,-1.2732615083251715,-1.1429970617042116,-0.4289911851126347,-0.693437806072478,-1.534769833496572,-1.4231145935357492,-0.25367286973555336,-0.4524975514201763,-2.346718903036239,-1.1860920666013712,-1.0225269343780607
P41697,0.05456852791878172,0.048223350253807105,0.06472081218274112,0.06598984771573604,0.006345177664974619,0.04568527918781726,0.07868020304568528,0.04060913705583756,0.017766497461928935,0.050761421319796954,0.09517766497461928,0.09771573604060914,0.0266497461928934,0.030456852791878174,0.04314720812182741,0.09137055837563451,0.06345177664974619,0.005076142131979695,0.01649746192893401,0.05710659898477157,-0.5824873096446701,-0.7258883248730964,-0.4581218274111675,-0.8147208121827412,-2.017766497461929,-0.30456852791878175,-0.2982233502538071,-1.616751269035533,-1.1408629441624365,-1.2956852791878173,-1.1637055837563453,-0.25888324873096447,-0.6802030456852792,-1.766497461928934,-1.3540609137055837,-0.10913705583756345,-0.37055837563451777,-2.5761421319796955,-1.482233502538071,-0.9911167512690355
P41835,0.07777777777777778,0.02962962962962963,0.05,0.05185185185185185,0.027777777777777776,0.03148148148148148,0.053703703703703705,0.08148148148148149,0.012962962962962963,0.07037037037037037,0.09444444444444444,0.06296296296296296,0.022222222222222223,0.03148148148148148,0.046296296296296294,0.07592592592592592,0.07222222222222222,0.007407407407407408,0.022222222222222223,0.07777777777777778,-0.38333333333333336,-1.1796296296296296,-0.8314814814814815,-1.1851851851851851,-1.6,-0.7722222222222223,-0.8277777777777777,-1.4,-1.45,-0.9907407407407407,-0.9962962962962963,-0.7870370370370371,-0.6537037037037037,-1.6037037037037036,-1.45,-0.25,-0.3648148148148148,-2.4425925925925926,-1.4444444444444444,-0.6833333333333333
P41921,0.06832298136645963,0.037267080745341616,0.057971014492753624,0.049689440993788817,0.010351966873706004,0.022774327122153208,0.07246376811594203,0.08902691511387163,0.031055900621118012,0.06625258799171843,0.07039337474120083,0.08695652173913043,0.018633540372670808,0.035196687370600416,0.028985507246376812,0.060041407867494824,0.053830227743271224,0.008281573498964804,0.039337474120082816,0.09316770186335403,-0.5217391304347826,-1.0124223602484472,-0.6811594202898551,-1.10351966873706,-1.9358178053830228,-0.6645962732919255,-0.6190476190476191,-1.3354037267080745,-1.1014492753623188,-1.1304347826086956,-1.184265010351967,-0.5900621118012422,-0.7681159420289855,-1.536231884057971,-1.598343685300207,-0.33954451345755693,-0.5403726708074534,-2.368530020703934,-1.2091097308488612,-0.7867494824016563
P42884,0.07446808510638298,0.04521276595744681,0.034574468085106384,0.05053191489361702,0.005319148936170213,0.02925531914893617,0.07446808510638298,0.0851063829787234,0.02127659574468085,0.07180851063829788,0.08244680851063829,0.07180851063829788,0.02925531914893617,0.03723404255319149,0.0425531914893617,0.07712765957446809,0.047872340425531915,0.023936170212765957,0.034574468085106384,0.061170212765957445,-0.5,-1.0186170212765957,-0.875,-1.1648936170212767,-1.952127659574468,-0.6356382978723404,-0.648936170212766,-1.372340425531915,-1.2313829787234043,-1.172872340425532,-1.125,-0.6542553191489362,-0.6888297872340425,-1.4840425531914894,-1.5079787234042554,-0.324468085106383,-0.5904255319148937,-2.140957446808511,-1.226063829787234,-0.8776595744680851
P42935,0.05964467005076142,0.04568527918781726,0.03299492385786802,0.06979695431472081,0.01903553299492386,0.030456852791878174,0.07487309644670051,0.06218274111675127,0.027918781725888325,0.07614213197969544,0.09390862944162437,0.06472081218274112,0.01649746192893401,0.044416243654822336,0.03299492385786802,0.08121827411167512,0.06218274111675127,0.030456852791878174,0.02284263959390863,0.05203045685279188,-0.6027918781725888,-1.0609137055837563,-0.8654822335025381,-1.049492385786802,-1.8058375634517767,-0.6611675126903553,-0.633248730964467,-1.5799492385786802,-1.2093908629441625,-1.1395939086294415,-1.0901015228426396,-0.7208121827411168,-0.7208121827411168,-1.4327411167512691,-1.6218274111675126,-0.33248730964467005,-0.5076142131979695,-2.0888324873096447,-1.234771573604061,-0.9149746192893401
P43545,0.11409395973154363,0.03691275167785235,0.02348993288590604,0.050335570469798654,0.016778523489932886,0.03355704697986577,0.087248322147651,0.087248322147651,0.020134228187919462,0.0738255033557047,0.07718120805369127,0.0738255033557047,0.040268456375838924,0.026845637583892617,0.03691275167785235,0.053691275167785234,0.04697986577181208,0.006711409395973154,0.010067114093959731,0.08389261744966443,-0.23154362416107382,-1.0369127516778522,-1.0,-1.157718120805369,-1.7483221476510067,-0.6174496644295302,-0.5838926174496645,-1.348993288590604,-1.419463087248322,-1.0100671140939597,-1.0302013422818792,-0.6342281879194631,-0.5939597315436241,-1.6946308724832215,-1.4530201342281879,-0.31543624161073824,-0.540268456375839,-2.4966442953020134,-1.5335570469798658,-0.6241610738255033
P43569,0.03806228373702422,0.06228373702422145,0.058823529411764705,0.07958477508650519,0.010380622837370242,0.03460207612456748,0.058823529411764705,0.05536332179930796,0.02422145328719723,0.058823529411764705,0.12110726643598616,0.0657439446366782,0.020761245674740483,0.031141868512110725,0.02768166089965398,0.0657439446366782,0.04152249134948097,0.02422145328719723,0.020761245674740483,0.10034602076124567,-0.7335640138408305,-0.972318339100346,-0.754325259515571,-1.069204152249135,-1.9273356401384083,-0.6124567474048442,-0.6608996539792388,-1.6955017301038062,-1.2352941176470589,-0.972318339100346,-0.9204152249134948,-0.6539792387543253,-0.5674740484429066,-1.519031141868512,-1.6885813148788926,-0.4809688581314879,-0.5778546712802768,-2.2698961937716264,-1.2906574394463668,-0.7612456747404844
P43605,0.042704626334519574,0.0711743772241993,0.06761565836298933,0.03202846975088968,0.010676156583629894,0.028469750889679714,0.05338078291814947,0.06761565836298933,0.028469750889679714,0.08540925266903915,0.060498220640569395,0.08896797153024912,0.021352313167259787,0.0071174377224199285,0.03914590747330961,0.10320284697508897,0.05693950177935943,0.021352313167259787,0.042704626334519574,0.0711743772241993,-0.594306049822064,-0.7330960854092526,-0.5124555160142349,-1.1850533807829182,-1.9288256227758007,-0.5231316725978647,-0.6334519572953736,-1.4448398576512456,-1.0320284697508897,-1.2241992882562278,-1.217081850533808,-0.4092526690391459,-0.7295373665480427,-1.7188612099644127,-1.498220640569395,-0.18861209964412812,-0.4377224199288256,-2.302491103202847,-1.2526690391459074,-0.9288256227758007
P43609,0.04488330341113106,0.03770197486535009,0.05206463195691203,0.06642728904847396,0.012567324955116697,0.05026929982046679,0.10233393177737882,0.05745062836624776,0.025134649910233394,0.059245960502693,0.08617594254937164,0.09156193895870736,0.01615798922800718,0.03590664272890485,0.03770197486535009,0.07899461400359066,0.0466786355475763,0.008976660682226212,0.025134649910233394,0.06463195691202872,-0.6588868940754039,-0.8545780969479354,-0.5763016157989228,-0.7899461400359067,-2.043087971274686,-0.3267504488330341,-0.24057450628366248,-1.5673249551166966,-1.0610412926391382,-1.3141831238779174,-1.251346499102334,-0.36804308797127466,-0.7755834829443446,-1.680430879712747,-1.4524236983842012,-0.23877917414721722,-0.5529622980251346,-2.4506283662477557,-1.3429084380610412,-1.0
P43619,0.07457627118644068,0.030508474576271188,0.05084745762711865,0.061016949152542375,0.030508474576271188,0.023728813559322035,0.06440677966101695,0.0847457627118644,0.023728813559322035,0.0576271186440678,0.10508474576271186,0.0711864406779661,0.023728813559322035,0.03389830508474576,0.02711864406779661,0.07796610169491526,0.05084745762711865,0.01694915254237288,0.02711864406779661,0.06440677966101695,-0.4711864406779661,-1.1288135593220339,-0.7796610169491526,-1.1220338983050848,-1.6372881355932203,-0.7389830508474576,-0.752542372881356,-1.3593220338983052,-1.2779661016949153,-1.1288135593220339,-1.0576271186440678,-0.735593220338983,-0.6983050847457627,-1.5220338983050847,-1.6542372881355931,-0.2745762711864407,-0.535593220338983,-2.2644067796610168,-1.3220338983050848,-0.864406779661017
P43639,0.04316546762589928,0.046762589928057555,0.02158273381294964,0.07913669064748201,0.03237410071942446,0.039568345323741004,0.12949640287769784,0.05755395683453238,0.02877697841726619,0.02877697841726619,0.07553956834532374,0.0539568345323741,0.025179856115107913,0.06474820143884892,0.046762589928057555,0.07913669064748201,0.03597122302158273,0.014388489208633094,0.04316546762589928,0.0539568345323741,-0.7122302158273381,-0.9892086330935251,-0.8237410071942446,-0.7517985611510791,-1.8920863309352518,-0.3920863309352518,-0.22661870503597123,-1.6007194244604317,-0.9568345323741008,-1.4712230215827338,-1.3848920863309353,-0.6079136690647482,-0.8525179856115108,-1.4028776978417266,-1.4568345323741008,-0.3381294964028777,-0.7158273381294964,-2.1510791366906474,-1.0755395683453237,-1.1798561151079137
P46946,0.034782608695652174,0.06376811594202898,0.08115942028985507,0.06666666666666667,0.014492753623188406,0.0463768115942029,0.09565217391304348,0.03188405797101449,0.017391304347826087,0.0463768115942029,0.09855072463768116,0.08985507246376812,0.008695652173913044,0.0463768115942029,0.05217391304347826,0.08115942028985507,0.04057971014492753,0.005797101449275362,0.028985507246376812,0.04927536231884058,-0.7797101449275362,-0.663768115942029,-0.3855072463768116,-0.7565217391304347,-2.0869565217391304,-0.27246376811594203,-0.22028985507246376,-1.7217391304347827,-0.9797101449275363,-1.4260869565217391,-1.272463768115942,-0.2579710144927536,-0.8115942028985508,-1.672463768115942,-1.3681159420289855,-0.2318840579710145,-0.5594202898550724,-2.5217391304347827,-1.3159420289855073,-1.1768115942028985
P46954,0.019300361881785282,0.024125452352231604,0.12062726176115803,0.06996381182147166,0.018094089264173704,0.04101326899879373,0.039806996381182146,0.020506634499396863,0.016887816646562123,0.05790108564535585,0.15078407720144751,0.07720144752714113,0.008443908323281062,0.06875753920386007,0.033775633293124246,0.10615199034981906,0.05186972255729795,0.013268998793727383,0.031363088057901084,0.030156815440289506,-0.9047044632086851,-1.0470446320868516,-0.2991556091676719,-0.9674306393244874,-1.8407720144752715,-0.6139927623642943,-0.7322074788902292,-1.8480096501809409,-1.06875753920386,-1.0928829915560916,-0.873341375150784,-0.6248492159227985,-0.6031363088057901,-1.232810615199035,-1.712907117008444,-0.20265379975874548,-0.4571773220747889,-2.290711700844391,-1.089264173703257,-1.0566948130277443
P46964,0.08461538461538462,0.03076923076923077,0.046153846153846156,0.023076923076923078,0.038461538461538464,0.038461538461538464,0.023076923076923078,0.03076923076923077,0.015384615384615385,0.09230769230769231,0.12307692307692308,0.06923076923076923,0.015384615384615385,0.13076923076923078,0.038461538461538464,0.06153846153846154,0.06153846153846154,0.0,0.015384615384615385,0.06153846153846154,-0.49230769230769234,-1.323076923076923,-1.2692307692307692,-1.7692307692307692,-1.3307692307692307,-1.0769230769230769,-1.3153846153846154,-2.0384615384615383,-1.4923076923076923,-0.4846153846153846,-0.4153846153846154,-1.0153846153846153,-0.2923076923076923,-0.676923076923077,-1.823076923076923,-0.5461538461538461,-0.5076923076923077,-2.169230769230769,-0.9076923076923077,-0.4230769230769231
P47011,0.04736842105263158,0.039473684210526314,0.04473684210526316,0.06842105263157895,0.013157894736842105,0.05789473684210526,0.06842105263157895,0.02631578947368421,0.031578947368421054,0.06578947368421052,0.12894736842105264,0.07105263157894737,0.015789473684210527,0.060526315789473685,0.05526315789473684,0.05263157894736842,0.060526315789473685,0.015789473684210527,0.039473684210526314,0.03684210526315789,-0.7973684210526316,-0.9921052631578947,-0.8736842105263158,-1.1,-1.931578947368421,-0.5,-0.6,-1.986842105263158,-1.0526315789473684,-1.081578947368421,-0.8973684210526316,-0.6473684210526316,-0.5842105263157895,-1.268421052631579,-1.4763157894736842,-0.5026315789473684,-0.5763157894736842,-2.1578947368421053,-0.9973684210526316,-0.9131578947368421
P47017,0.05813953488372093,0.06976744186046512,0.05232558139534884,0.0872093023255814,0.005813953488372093,0.05813953488372093,0.09302325581395349,0.046511627906976744,0.01744186046511628,0.05813953488372093,0.06395348837209303,0.09302325581395349,0.040697674418604654,0.05813953488372093,0.01744186046511628,0.046511627906976744,0.03488372093023256,0.005813953488372093,0.040697674418604654,0.05232558139534884,-0.7441860465116279,-0.6395348837209303,-0.5872093023255814,-0.75,-2.1511627906976742,-0.21511627906976744,-0.20348837209302326,-1.6686046511627908,-0.9593023255813954,-1.3430232558139534,-1.255813953488372,-0.29069767441860467,-0.6744186046511628,-1.4534883720930232,-1.6686046511627908,-0.38372093023255816,-0.7034883720930233,-2.3313953488372094,-1.127906976744186,-1.069767441860465
P47025,0.0546218487394958,0.049019607843137254,0.0742296918767507,0.07142857142857142,0.011204481792717087,0.04061624649859944,0.06722689075630252,0.0546218487394958,0.01680672268907563,0.047619047619047616,0.10644257703081232,0.06582633053221289,0.00980392156862745,0.037815126050420166,0.025210084033613446,0.0938375350140056,0.08543417366946779,0.00980392156862745,0.028011204481792718,0.05042016806722689,-0.5854341736694678,-0.8683473389355743,-0.40756302521008403,-0.8375350140056023,-1.9061624649859943,-0.4733893557422969,-0.47478991596638653,-1.4915966386554622,-1.1302521008403361,-1.281512605042017,-1.1610644257703082,-0.5266106442577031,-0.7829131652661064,-1.6064425770308124,-1.5826330532212884,-0.09243697478991597,-0.26750700280112044,-2.407563025210084,-1.3487394957983194,-1.0294117647058822
P47037,0.04390243902439024,0.05203252032520325,0.06910569105691057,0.06341463414634146,0.0024390243902439024,0.05772357723577236,0.10650406504065041,0.03902439024390244,0.013008130081300813,0.07317073170731707,0.10975609756097561,0.1008130081300813,0.01788617886178862,0.03333333333333333,0.013008130081300813,0.07398373983739838,0.05365853658536585,0.0016260162601626016,0.01951219512195122,0.05609756097560976,-0.6829268292682927,-0.6593495934959349,-0.45447154471544715,-0.8016260162601626,-2.1219512195121952,-0.21544715447154472,-0.16341463414634147,-1.745528455284553,-1.1219512195121952,-1.1569105691056911,-1.0292682926829269,-0.21300813008130082,-0.6203252032520326,-1.6747967479674797,-1.6577235772357723,-0.22439024390243903,-0.46747967479674796,-2.580487804878049,-1.4,-0.9024390243902439
P47095,0.06967213114754098,0.01639344262295082,0.040983606557377046,0.06967213114754098,0.036885245901639344,0.03278688524590164,0.04918032786885246,0.05327868852459016,0.036885245901639344,0.09836065573770492,0.0778688524590164,0.0860655737704918,0.036885245901639344,0.045081967213114756,0.06967213114754098,0.04918032786885246,0.04918032786885246,0.00819672131147541,0.036885245901639344,0.036885245901639344,-0.6229508196721312,-1.209016393442623,-0.9426229508196722,-1.1270491803278688,-1.610655737704918,-0.7540983606557377,-0.8155737704918032,-1.7295081967213115,-1.1639344262295082,-1.0368852459016393,-1.040983606557377,-0.7622950819672131,-0.639344262295082,-1.4180327868852458,-1.3237704918032787,-0.45491803278688525,-0.639344262295082,-2.3401639344262297,-1.1721311475409837,-0.8114754098360656
P47115,0.05508474576271186,0.08050847457627118,0.09322033898305085,0.06779661016949153,0.012711864406779662,0.03389830508474576,0.09745762711864407,0.025423728813559324,0.03389830508474576,0.038135593220338986,0.09745762711864407,0.07627118644067797,0.01694915254237288,0.029661016949152543,0.05084745762711865,0.09322033898305085,0.038135593220338986,0.00847457627118644,0.0211864406779661,0.029661016949152543,-0.6949152542372882,-0.4957627118644068,-0.1906779661016949,-0.6694915254237288,-2.093220338983051,-0.2076271186440678,-0.13559322033898305,-1.6271186440677967,-0.7838983050847458,-1.5889830508474576,-1.38135593220339,-0.2033898305084746,-0.8686440677966102,-1.8389830508474576,-1.326271186440678,-0.09322033898305085,-0.5254237288135594,-2.593220338983051,-1.4194915254237288,-1.347457627118644
P47129,0.02912621359223301,0.05177993527508091,0.09061488673139159,0.05501618122977346,0.0,0.08090614886731391,0.07766990291262135,0.025889967637540454,0.025889967637540454,0.04854368932038835,0.07766990291262135,0.08737864077669903,0.022653721682847898,0.03559870550161812,0.09061488673139159,0.09061488673139159,0.05501618122977346,0.0,0.019417475728155338,0.03559870550161812,-0.7831715210355987,-0.5792880258899676,-0.20064724919093851,-0.6666666666666666,-2.2750809061488675,-0.025889967637540454,-0.11974110032362459,-1.6828478964401294,-0.8640776699029126,-1.5889967637540454,-1.4142394822006472,-0.1488673139158576,-0.7928802588996764,-1.9093851132686084,-0.9255663430420712,-0.08737864077669903,-0.4401294498381877,-2.686084142394822,-1.4498381877022655,-1.2686084142394822
